ID	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	SGB_id
MAG05613	247_1	0.05	average	ANImf	247	SGB247
MAG05614	758_1	0.05	average	ANImf	758	SGB758
MAG05615	708_1	0.05	average	ANImf	708	SGB708
MAG05616	609_3	0.05	average	ANImf	609	SGB609
MAG05617	164_1	0.05	average	ANImf	164	SGB164
MAG05618	272_2	0.05	average	ANImf	272	SGB272
MAG05619	460_1	0.05	average	ANImf	460	SGB460
MAG05620	438_1	0.05	average	ANImf	438	SGB438
MAG05621	605_1	0.05	average	ANImf	605	SGB605
MAG05622	274_1	0.05	average	ANImf	274	SGB274
MAG05623	402_1	0.05	average	ANImf	402	SGB402
MAG05624	438_1	0.05	average	ANImf	438	SGB438
MAG05625	145_2	0.05	average	ANImf	145	SGB145
MAG05626	144_1	0.05	average	ANImf	144	SGB144
MAG05627	774_1	0.05	average	ANImf	774	SGB774
MAG05628	239_1	0.05	average	ANImf	239	SGB239
MAG05629	213_1	0.05	average	ANImf	213	SGB213
MAG05630	700_2	0.05	average	ANImf	700	SGB700
MAG05631	711_1	0.05	average	ANImf	711	SGB711
MAG05632	605_1	0.05	average	ANImf	605	SGB605
MAG05633	592_18	0.05	average	ANImf	592	SGB592
MAG05634	251_1	0.05	average	ANImf	251	SGB251
MAG05635	216_1	0.05	average	ANImf	216	SGB216
MAG05636	460_1	0.05	average	ANImf	460	SGB460
MAG05637	782_2	0.05	average	ANImf	782	SGB782
MAG05638	656_1	0.05	average	ANImf	656	SGB656
MAG05639	204_1	0.05	average	ANImf	204	SGB204
MAG05640	110_2	0.05	average	ANImf	110	SGB110
MAG05641	202_1	0.05	average	ANImf	202	SGB202
MAG05642	246_1	0.05	average	ANImf	246	SGB246
MAG05643	146_1	0.05	average	ANImf	146	SGB146
MAG05644	843_3	0.05	average	ANImf	843	SGB843
MAG05645	247_1	0.05	average	ANImf	247	SGB247
MAG05646	497_1	0.05	average	ANImf	497	SGB497
MAG05647	262_1	0.05	average	ANImf	262	SGB262
MAG05648	844_1	0.05	average	ANImf	844	SGB844
MAG05649	14_1	0.05	average	ANImf	14	SGB14
MAG05650	609_3	0.05	average	ANImf	609	SGB609
MAG05651	516_1	0.05	average	ANImf	516	SGB516
MAG05652	103_1	0.05	average	ANImf	103	SGB103
MAG05653	354_1	0.05	average	ANImf	354	SGB354
MAG05654	280_1	0.05	average	ANImf	280	SGB280
MAG05655	226_1	0.05	average	ANImf	226	SGB226
MAG05656	608_1	0.05	average	ANImf	608	SGB608
MAG05657	63_1	0.05	average	ANImf	63	SGB63
MAG05658	609_3	0.05	average	ANImf	609	SGB609
MAG05659	707_2	0.05	average	ANImf	707	SGB707
MAG05660	488_1	0.05	average	ANImf	488	SGB488
MAG05661	438_1	0.05	average	ANImf	438	SGB438
MAG05662	203_1	0.05	average	ANImf	203	SGB203
MAG05663	440_1	0.05	average	ANImf	440	SGB440
MAG05664	144_1	0.05	average	ANImf	144	SGB144
MAG05665	605_1	0.05	average	ANImf	605	SGB605
MAG05666	150_1	0.05	average	ANImf	150	SGB150
MAG05667	14_1	0.05	average	ANImf	14	SGB14
MAG05668	516_1	0.05	average	ANImf	516	SGB516
MAG05669	714_1	0.05	average	ANImf	714	SGB714
MAG05670	191_1	0.05	average	ANImf	191	SGB191
MAG05671	208_1	0.05	average	ANImf	208	SGB208
MAG05672	192_1	0.05	average	ANImf	192	SGB192
MAG05673	180_1	0.05	average	ANImf	180	SGB180
MAG05674	592_18	0.05	average	ANImf	592	SGB592
MAG05675	225_1	0.05	average	ANImf	225	SGB225
MAG05676	402_1	0.05	average	ANImf	402	SGB402
MAG05677	274_1	0.05	average	ANImf	274	SGB274
MAG05678	460_1	0.05	average	ANImf	460	SGB460
MAG05679	202_1	0.05	average	ANImf	202	SGB202
MAG05680	216_1	0.05	average	ANImf	216	SGB216
MAG05681	442_1	0.05	average	ANImf	442	SGB442
MAG05682	608_1	0.05	average	ANImf	608	SGB608
MAG05683	110_2	0.05	average	ANImf	110	SGB110
MAG05684	237_1	0.05	average	ANImf	237	SGB237
MAG05685	205_1	0.05	average	ANImf	205	SGB205
MAG05686	843_3	0.05	average	ANImf	843	SGB843
MAG05687	247_1	0.05	average	ANImf	247	SGB247
MAG05688	42_2	0.05	average	ANImf	42	SGB42
MAG05689	218_1	0.05	average	ANImf	218	SGB218
MAG05690	239_1	0.05	average	ANImf	239	SGB239
MAG05691	40_1	0.05	average	ANImf	40	SGB40
MAG05692	440_1	0.05	average	ANImf	440	SGB440
MAG05693	225_1	0.05	average	ANImf	225	SGB225
MAG05694	464_1	0.05	average	ANImf	464	SGB464
MAG05695	182_2	0.05	average	ANImf	182	SGB182
MAG05696	707_2	0.05	average	ANImf	707	SGB707
MAG05697	276_2	0.05	average	ANImf	276	SGB276
MAG05698	258_3	0.05	average	ANImf	258	SGB258
MAG05699	714_1	0.05	average	ANImf	714	SGB714
MAG05700	426_2	0.05	average	ANImf	426	SGB426
MAG05701	274_1	0.05	average	ANImf	274	SGB274
MAG05702	140_1	0.05	average	ANImf	140	SGB140
MAG05703	407_1	0.05	average	ANImf	407	SGB407
MAG05704	332_1	0.05	average	ANImf	332	SGB332
MAG05705	453_1	0.05	average	ANImf	453	SGB453
MAG05706	36_1	0.05	average	ANImf	36	SGB36
MAG05707	110_2	0.05	average	ANImf	110	SGB110
MAG05708	712_1	0.05	average	ANImf	712	SGB712
MAG05709	438_1	0.05	average	ANImf	438	SGB438
MAG05710	667_1	0.05	average	ANImf	667	SGB667
MAG05711	216_1	0.05	average	ANImf	216	SGB216
MAG05712	422_1	0.05	average	ANImf	422	SGB422
MAG05713	731_1	0.05	average	ANImf	731	SGB731
MAG05714	479_1	0.05	average	ANImf	479	SGB479
MAG05715	196_1	0.05	average	ANImf	196	SGB196
MAG05716	202_1	0.05	average	ANImf	202	SGB202
MAG05717	40_1	0.05	average	ANImf	40	SGB40
MAG05718	702_1	0.05	average	ANImf	702	SGB702
MAG05719	460_1	0.05	average	ANImf	460	SGB460
MAG05720	675_1	0.05	average	ANImf	675	SGB675
MAG05721	187_1	0.05	average	ANImf	187	SGB187
MAG05722	178_1	0.05	average	ANImf	178	SGB178
MAG05723	387_1	0.05	average	ANImf	387	SGB387
MAG05724	748_1	0.05	average	ANImf	748	SGB748
MAG05725	262_2	0.05	average	ANImf	262	SGB262
MAG05726	711_1	0.05	average	ANImf	711	SGB711
MAG05727	516_1	0.05	average	ANImf	516	SGB516
MAG05728	237_1	0.05	average	ANImf	237	SGB237
MAG05729	772_1	0.05	average	ANImf	772	SGB772
MAG05730	201_1	0.05	average	ANImf	201	SGB201
MAG05731	402_1	0.05	average	ANImf	402	SGB402
MAG05732	39_1	0.05	average	ANImf	39	SGB39
MAG05733	203_1	0.05	average	ANImf	203	SGB203
MAG05734	556_1	0.05	average	ANImf	556	SGB556
MAG05735	148_1	0.05	average	ANImf	148	SGB148
MAG05736	354_1	0.05	average	ANImf	354	SGB354
MAG05737	689_1	0.05	average	ANImf	689	SGB689
MAG05738	49_2	0.05	average	ANImf	49	SGB49
MAG05739	703_1	0.05	average	ANImf	703	SGB703
MAG05740	687_1	0.05	average	ANImf	687	SGB687
MAG05741	192_1	0.05	average	ANImf	192	SGB192
MAG05742	497_1	0.05	average	ANImf	497	SGB497
MAG05743	586_1	0.05	average	ANImf	586	SGB586
MAG05744	712_1	0.05	average	ANImf	712	SGB712
MAG05745	333_2	0.05	average	ANImf	333	SGB333
MAG05746	675_1	0.05	average	ANImf	675	SGB675
MAG05747	42_2	0.05	average	ANImf	42	SGB42
MAG05748	684_1	0.05	average	ANImf	684	SGB684
MAG05749	608_1	0.05	average	ANImf	608	SGB608
MAG05750	671_1	0.05	average	ANImf	671	SGB671
MAG05751	274_1	0.05	average	ANImf	274	SGB274
MAG05752	731_1	0.05	average	ANImf	731	SGB731
MAG05753	150_1	0.05	average	ANImf	150	SGB150
MAG05754	707_2	0.05	average	ANImf	707	SGB707
MAG05755	110_2	0.05	average	ANImf	110	SGB110
MAG05756	178_1	0.05	average	ANImf	178	SGB178
MAG05757	91_1	0.05	average	ANImf	91	SGB91
MAG05758	666_1	0.05	average	ANImf	666	SGB666
MAG05759	202_1	0.05	average	ANImf	202	SGB202
MAG05760	484_1	0.05	average	ANImf	484	SGB484
MAG05761	25_0	0.05	average	ANImf	25	SGB25
MAG05762	182_2	0.05	average	ANImf	182	SGB182
MAG05763	782_2	0.05	average	ANImf	782	SGB782
MAG05764	454_1	0.05	average	ANImf	454	SGB454
MAG05765	570_1	0.05	average	ANImf	570	SGB570
MAG05766	217_1	0.05	average	ANImf	217	SGB217
MAG05767	861_1	0.05	average	ANImf	861	SGB861
MAG05768	180_1	0.05	average	ANImf	180	SGB180
MAG05769	349_2	0.05	average	ANImf	349	SGB349
MAG05770	200_1	0.05	average	ANImf	200	SGB200
MAG05771	544_1	0.05	average	ANImf	544	SGB544
MAG05772	257_1	0.05	average	ANImf	257	SGB257
MAG05773	589_1	0.05	average	ANImf	589	SGB589
MAG05774	239_1	0.05	average	ANImf	239	SGB239
MAG05775	711_1	0.05	average	ANImf	711	SGB711
MAG05776	191_1	0.05	average	ANImf	191	SGB191
MAG05777	474_1	0.05	average	ANImf	474	SGB474
MAG05778	605_1	0.05	average	ANImf	605	SGB605
MAG05779	262_1	0.05	average	ANImf	262	SGB262
MAG05780	693_1	0.05	average	ANImf	693	SGB693
MAG05781	775_1	0.05	average	ANImf	775	SGB775
MAG05782	334_2	0.05	average	ANImf	334	SGB334
MAG05783	36_1	0.05	average	ANImf	36	SGB36
MAG05784	226_2	0.05	average	ANImf	226	SGB226
MAG05785	843_3	0.05	average	ANImf	843	SGB843
MAG05786	40_1	0.05	average	ANImf	40	SGB40
MAG05787	592_18	0.05	average	ANImf	592	SGB592
MAG05788	226_3	0.05	average	ANImf	226	SGB226
MAG05789	39_1	0.05	average	ANImf	39	SGB39
MAG05790	122_1	0.05	average	ANImf	122	SGB122
MAG05791	700_2	0.05	average	ANImf	700	SGB700
MAG05792	566_1	0.05	average	ANImf	566	SGB566
MAG05793	564_1	0.05	average	ANImf	564	SGB564
MAG05794	385_0	0.05	average	ANImf	385	SGB385
MAG05795	451_1	0.05	average	ANImf	451	SGB451
MAG05796	682_1	0.05	average	ANImf	682	SGB682
MAG05797	434_1	0.05	average	ANImf	434	SGB434
MAG05798	860_1	0.05	average	ANImf	860	SGB860
MAG05799	689_1	0.05	average	ANImf	689	SGB689
MAG05800	671_1	0.05	average	ANImf	671	SGB671
MAG05801	192_1	0.05	average	ANImf	192	SGB192
MAG05802	437_1	0.05	average	ANImf	437	SGB437
MAG05803	442_1	0.05	average	ANImf	442	SGB442
MAG05804	687_1	0.05	average	ANImf	687	SGB687
MAG05805	358_1	0.05	average	ANImf	358	SGB358
MAG05806	241_1	0.05	average	ANImf	241	SGB241
MAG05807	656_1	0.05	average	ANImf	656	SGB656
MAG05808	592_2	0.05	average	ANImf	592	SGB592
MAG05809	675_1	0.05	average	ANImf	675	SGB675
MAG05810	274_1	0.05	average	ANImf	274	SGB274
MAG05811	36_1	0.05	average	ANImf	36	SGB36
MAG05812	92_1	0.05	average	ANImf	92	SGB92
MAG05813	843_3	0.05	average	ANImf	843	SGB843
MAG05814	714_1	0.05	average	ANImf	714	SGB714
MAG05815	191_1	0.05	average	ANImf	191	SGB191
MAG05816	199_1	0.05	average	ANImf	199	SGB199
MAG05817	702_1	0.05	average	ANImf	702	SGB702
MAG05818	497_1	0.05	average	ANImf	497	SGB497
MAG05819	140_1	0.05	average	ANImf	140	SGB140
MAG05820	782_2	0.05	average	ANImf	782	SGB782
MAG05821	150_1	0.05	average	ANImf	150	SGB150
MAG05822	326_1	0.05	average	ANImf	326	SGB326
MAG05823	216_1	0.05	average	ANImf	216	SGB216
MAG05824	731_1	0.05	average	ANImf	731	SGB731
MAG05825	260_2	0.05	average	ANImf	260	SGB260
MAG05826	701_1	0.05	average	ANImf	701	SGB701
MAG05827	707_2	0.05	average	ANImf	707	SGB707
MAG05828	700_2	0.05	average	ANImf	700	SGB700
MAG05829	350_1	0.05	average	ANImf	350	SGB350
MAG05830	83_2	0.05	average	ANImf	83	SGB83
MAG05831	684_1	0.05	average	ANImf	684	SGB684
MAG05832	772_1	0.05	average	ANImf	772	SGB772
MAG05833	202_1	0.05	average	ANImf	202	SGB202
MAG05834	739_1	0.05	average	ANImf	739	SGB739
MAG05835	440_1	0.05	average	ANImf	440	SGB440
MAG05836	486_1	0.05	average	ANImf	486	SGB486
MAG05837	666_1	0.05	average	ANImf	666	SGB666
MAG05838	460_1	0.05	average	ANImf	460	SGB460
MAG05839	239_1	0.05	average	ANImf	239	SGB239
MAG05840	40_1	0.05	average	ANImf	40	SGB40
MAG05841	53_1	0.05	average	ANImf	53	SGB53
MAG05842	762_1	0.05	average	ANImf	762	SGB762
MAG05843	711_1	0.05	average	ANImf	711	SGB711
MAG05844	608_1	0.05	average	ANImf	608	SGB608
MAG05845	237_1	0.05	average	ANImf	237	SGB237
MAG05846	519_0	0.05	average	ANImf	519	SGB519
MAG05847	407_1	0.05	average	ANImf	407	SGB407
MAG05848	387_1	0.05	average	ANImf	387	SGB387
MAG05849	605_1	0.05	average	ANImf	605	SGB605
MAG05850	684_1	0.05	average	ANImf	684	SGB684
MAG05851	192_1	0.05	average	ANImf	192	SGB192
MAG05852	843_3	0.05	average	ANImf	843	SGB843
MAG05853	333_2	0.05	average	ANImf	333	SGB333
MAG05854	150_1	0.05	average	ANImf	150	SGB150
MAG05855	440_1	0.05	average	ANImf	440	SGB440
MAG05856	417_1	0.05	average	ANImf	417	SGB417
MAG05857	49_2	0.05	average	ANImf	49	SGB49
MAG05858	739_1	0.05	average	ANImf	739	SGB739
MAG05859	609_3	0.05	average	ANImf	609	SGB609
MAG05860	61_1	0.05	average	ANImf	61	SGB61
MAG05861	470_1	0.05	average	ANImf	470	SGB470
MAG05862	460_1	0.05	average	ANImf	460	SGB460
MAG05863	191_1	0.05	average	ANImf	191	SGB191
MAG05864	305_1	0.05	average	ANImf	305	SGB305
MAG05865	407_1	0.05	average	ANImf	407	SGB407
MAG05866	334_2	0.05	average	ANImf	334	SGB334
MAG05867	711_1	0.05	average	ANImf	711	SGB711
MAG05868	699_1	0.05	average	ANImf	699	SGB699
MAG05869	511_2	0.05	average	ANImf	511	SGB511
MAG05870	140_2	0.05	average	ANImf	140	SGB140
MAG05871	199_1	0.05	average	ANImf	199	SGB199
MAG05872	40_1	0.05	average	ANImf	40	SGB40
MAG05873	274_1	0.05	average	ANImf	274	SGB274
MAG05874	216_1	0.05	average	ANImf	216	SGB216
MAG05875	731_1	0.05	average	ANImf	731	SGB731
MAG05876	203_1	0.05	average	ANImf	203	SGB203
MAG05877	79_1	0.05	average	ANImf	79	SGB79
MAG05878	747_1	0.05	average	ANImf	747	SGB747
MAG05879	15_2	0.05	average	ANImf	15	SGB15
MAG05880	326_1	0.05	average	ANImf	326	SGB326
MAG05881	237_1	0.05	average	ANImf	237	SGB237
MAG05882	234_1	0.05	average	ANImf	234	SGB234
MAG05883	702_1	0.05	average	ANImf	702	SGB702
MAG05884	453_1	0.05	average	ANImf	453	SGB453
MAG05885	202_1	0.05	average	ANImf	202	SGB202
MAG05886	239_1	0.05	average	ANImf	239	SGB239
MAG05887	34_1	0.05	average	ANImf	34	SGB34
MAG05888	324_1	0.05	average	ANImf	324	SGB324
MAG05889	475_1	0.05	average	ANImf	475	SGB475
MAG05890	514_1	0.05	average	ANImf	514	SGB514
MAG05891	39_1	0.05	average	ANImf	39	SGB39
MAG05892	714_1	0.05	average	ANImf	714	SGB714
MAG05893	78_1	0.05	average	ANImf	78	SGB78
MAG05894	180_1	0.05	average	ANImf	180	SGB180
MAG05895	695_1	0.05	average	ANImf	695	SGB695
MAG05896	464_2	0.05	average	ANImf	464	SGB464
MAG05897	682_1	0.05	average	ANImf	682	SGB682
MAG05898	438_1	0.05	average	ANImf	438	SGB438
MAG05899	671_1	0.05	average	ANImf	671	SGB671
MAG05900	842_1	0.05	average	ANImf	842	SGB842
MAG05901	747_1	0.05	average	ANImf	747	SGB747
MAG05902	191_1	0.05	average	ANImf	191	SGB191
MAG05903	251_1	0.05	average	ANImf	251	SGB251
MAG05904	440_1	0.05	average	ANImf	440	SGB440
MAG05905	239_1	0.05	average	ANImf	239	SGB239
MAG05906	242_2	0.05	average	ANImf	242	SGB242
MAG05907	711_1	0.05	average	ANImf	711	SGB711
MAG05908	150_1	0.05	average	ANImf	150	SGB150
MAG05909	258_3	0.05	average	ANImf	258	SGB258
MAG05910	592_18	0.05	average	ANImf	592	SGB592
MAG05911	202_1	0.05	average	ANImf	202	SGB202
MAG05912	671_1	0.05	average	ANImf	671	SGB671
MAG05913	715_1	0.05	average	ANImf	715	SGB715
MAG05914	192_1	0.05	average	ANImf	192	SGB192
MAG05915	225_1	0.05	average	ANImf	225	SGB225
MAG05916	14_1	0.05	average	ANImf	14	SGB14
MAG05917	257_1	0.05	average	ANImf	257	SGB257
MAG05918	402_1	0.05	average	ANImf	402	SGB402
MAG05919	140_1	0.05	average	ANImf	140	SGB140
MAG05920	576_1	0.05	average	ANImf	576	SGB576
MAG05921	37_1	0.05	average	ANImf	37	SGB37
MAG05922	199_1	0.05	average	ANImf	199	SGB199
MAG05923	675_1	0.05	average	ANImf	675	SGB675
MAG05924	40_1	0.05	average	ANImf	40	SGB40
MAG05925	182_2	0.05	average	ANImf	182	SGB182
MAG05926	642_1	0.05	average	ANImf	642	SGB642
MAG05927	307_1	0.05	average	ANImf	307	SGB307
MAG05928	453_1	0.05	average	ANImf	453	SGB453
MAG05929	689_1	0.05	average	ANImf	689	SGB689
MAG05930	149_1	0.05	average	ANImf	149	SGB149
MAG05931	700_2	0.05	average	ANImf	700	SGB700
MAG05932	703_1	0.05	average	ANImf	703	SGB703
MAG05933	829_1	0.05	average	ANImf	829	SGB829
MAG05934	773_1	0.05	average	ANImf	773	SGB773
MAG05935	405_1	0.05	average	ANImf	405	SGB405
MAG05936	49_1	0.05	average	ANImf	49	SGB49
MAG05937	605_1	0.05	average	ANImf	605	SGB605
MAG05938	687_1	0.05	average	ANImf	687	SGB687
MAG05939	733_1	0.05	average	ANImf	733	SGB733
MAG05940	666_1	0.05	average	ANImf	666	SGB666
MAG05941	204_1	0.05	average	ANImf	204	SGB204
MAG05942	516_1	0.05	average	ANImf	516	SGB516
MAG05943	387_1	0.05	average	ANImf	387	SGB387
MAG05944	305_1	0.05	average	ANImf	305	SGB305
MAG05945	110_2	0.05	average	ANImf	110	SGB110
MAG05946	274_1	0.05	average	ANImf	274	SGB274
MAG05947	213_1	0.05	average	ANImf	213	SGB213
MAG05948	460_1	0.05	average	ANImf	460	SGB460
MAG05949	290_1	0.05	average	ANImf	290	SGB290
MAG05950	668_1	0.05	average	ANImf	668	SGB668
MAG05951	307_1	0.05	average	ANImf	307	SGB307
MAG05952	123_2	0.05	average	ANImf	123	SGB123
MAG05953	161_1	0.05	average	ANImf	161	SGB161
MAG05954	772_1	0.05	average	ANImf	772	SGB772
MAG05955	549_1	0.05	average	ANImf	549	SGB549
MAG05956	331_2	0.05	average	ANImf	331	SGB331
MAG05957	618_1	0.05	average	ANImf	618	SGB618
MAG05958	740_1	0.05	average	ANImf	740	SGB740
MAG05959	116_1	0.05	average	ANImf	116	SGB116
MAG05960	159_1	0.05	average	ANImf	159	SGB159
MAG05961	582_1	0.05	average	ANImf	582	SGB582
MAG05962	670_1	0.05	average	ANImf	670	SGB670
MAG05963	423_1	0.05	average	ANImf	423	SGB423
MAG05964	551_1	0.05	average	ANImf	551	SGB551
MAG05965	620_1	0.05	average	ANImf	620	SGB620
MAG05966	413_1	0.05	average	ANImf	413	SGB413
MAG05967	66_1	0.05	average	ANImf	66	SGB66
MAG05968	174_1	0.05	average	ANImf	174	SGB174
MAG05969	52_1	0.05	average	ANImf	52	SGB52
MAG05970	576_1	0.05	average	ANImf	576	SGB576
MAG05971	246_1	0.05	average	ANImf	246	SGB246
MAG05972	516_1	0.05	average	ANImf	516	SGB516
MAG05973	266_1	0.05	average	ANImf	266	SGB266
MAG05974	44_1	0.05	average	ANImf	44	SGB44
MAG05975	613_0	0.05	average	ANImf	613	SGB613
MAG05976	567_1	0.05	average	ANImf	567	SGB567
MAG05977	679_2	0.05	average	ANImf	679	SGB679
MAG05978	210_1	0.05	average	ANImf	210	SGB210
MAG05979	607_1	0.05	average	ANImf	607	SGB607
MAG05980	835_3	0.05	average	ANImf	835	SGB835
MAG05981	36_1	0.05	average	ANImf	36	SGB36
MAG05982	727_1	0.05	average	ANImf	727	SGB727
MAG05983	574_1	0.05	average	ANImf	574	SGB574
MAG05984	597_1	0.05	average	ANImf	597	SGB597
MAG05985	440_1	0.05	average	ANImf	440	SGB440
MAG05986	506_1	0.05	average	ANImf	506	SGB506
MAG05987	748_1	0.05	average	ANImf	748	SGB748
MAG05988	104_1	0.05	average	ANImf	104	SGB104
MAG05989	843_3	0.05	average	ANImf	843	SGB843
MAG05990	817_1	0.05	average	ANImf	817	SGB817
MAG05991	492_1	0.05	average	ANImf	492	SGB492
MAG05992	773_2	0.05	average	ANImf	773	SGB773
MAG05993	308_1	0.05	average	ANImf	308	SGB308
MAG05994	33_1	0.05	average	ANImf	33	SGB33
MAG05995	3_1	0.05	average	ANImf	3	SGB3
MAG05996	640_2	0.05	average	ANImf	640	SGB640
MAG05997	29_0	0.05	average	ANImf	29	SGB29
MAG05998	165_1	0.05	average	ANImf	165	SGB165
MAG05999	414_1	0.05	average	ANImf	414	SGB414
MAG06000	720_1	0.05	average	ANImf	720	SGB720
MAG06001	673_0	0.05	average	ANImf	673	SGB673
MAG06002	623_1	0.05	average	ANImf	623	SGB623
MAG06003	561_1	0.05	average	ANImf	561	SGB561
MAG06004	14_1	0.05	average	ANImf	14	SGB14
MAG06005	667_1	0.05	average	ANImf	667	SGB667
MAG06006	320_0	0.05	average	ANImf	320	SGB320
MAG06007	758_1	0.05	average	ANImf	758	SGB758
MAG06008	479_1	0.05	average	ANImf	479	SGB479
MAG06009	658_0	0.05	average	ANImf	658	SGB658
MAG06010	475_1	0.05	average	ANImf	475	SGB475
MAG06011	272_1	0.05	average	ANImf	272	SGB272
MAG06012	702_1	0.05	average	ANImf	702	SGB702
MAG06013	605_1	0.05	average	ANImf	605	SGB605
MAG06014	511_2	0.05	average	ANImf	511	SGB511
MAG06015	203_1	0.05	average	ANImf	203	SGB203
MAG06016	592_18	0.05	average	ANImf	592	SGB592
MAG06017	442_1	0.05	average	ANImf	442	SGB442
MAG06018	280_1	0.05	average	ANImf	280	SGB280
MAG06019	239_1	0.05	average	ANImf	239	SGB239
MAG06020	428_1	0.05	average	ANImf	428	SGB428
MAG06021	247_1	0.05	average	ANImf	247	SGB247
MAG06022	671_1	0.05	average	ANImf	671	SGB671
MAG06023	843_3	0.05	average	ANImf	843	SGB843
MAG06024	440_1	0.05	average	ANImf	440	SGB440
MAG06025	242_2	0.05	average	ANImf	242	SGB242
MAG06026	276_2	0.05	average	ANImf	276	SGB276
MAG06027	402_1	0.05	average	ANImf	402	SGB402
MAG06028	608_1	0.05	average	ANImf	608	SGB608
MAG06029	251_1	0.05	average	ANImf	251	SGB251
MAG06030	225_1	0.05	average	ANImf	225	SGB225
MAG06031	714_1	0.05	average	ANImf	714	SGB714
MAG06032	407_1	0.05	average	ANImf	407	SGB407
MAG06033	110_2	0.05	average	ANImf	110	SGB110
MAG06034	666_1	0.05	average	ANImf	666	SGB666
MAG06035	205_1	0.05	average	ANImf	205	SGB205
MAG06036	202_1	0.05	average	ANImf	202	SGB202
MAG06037	144_1	0.05	average	ANImf	144	SGB144
MAG06038	516_1	0.05	average	ANImf	516	SGB516
MAG06039	423_1	0.05	average	ANImf	423	SGB423
MAG06040	171_1	0.05	average	ANImf	171	SGB171
MAG06041	201_1	0.05	average	ANImf	201	SGB201
MAG06042	438_1	0.05	average	ANImf	438	SGB438
MAG06043	262_1	0.05	average	ANImf	262	SGB262
MAG06044	460_1	0.05	average	ANImf	460	SGB460
MAG06045	576_1	0.05	average	ANImf	576	SGB576
MAG06046	274_1	0.05	average	ANImf	274	SGB274
MAG06047	40_1	0.05	average	ANImf	40	SGB40
MAG06048	154_1	0.05	average	ANImf	154	SGB154
MAG06049	667_1	0.05	average	ANImf	667	SGB667
MAG06050	192_1	0.05	average	ANImf	192	SGB192
MAG06051	216_1	0.05	average	ANImf	216	SGB216
MAG06052	707_2	0.05	average	ANImf	707	SGB707
MAG06053	191_1	0.05	average	ANImf	191	SGB191
MAG06054	475_1	0.05	average	ANImf	475	SGB475
MAG06055	438_1	0.05	average	ANImf	438	SGB438
MAG06056	19_1	0.05	average	ANImf	19	SGB19
MAG06057	164_1	0.05	average	ANImf	164	SGB164
MAG06058	605_1	0.05	average	ANImf	605	SGB605
MAG06059	516_1	0.05	average	ANImf	516	SGB516
MAG06060	14_1	0.05	average	ANImf	14	SGB14
MAG06061	247_1	0.05	average	ANImf	247	SGB247
MAG06062	440_1	0.05	average	ANImf	440	SGB440
MAG06063	479_1	0.05	average	ANImf	479	SGB479
MAG06064	464_1	0.05	average	ANImf	464	SGB464
MAG06065	511_2	0.05	average	ANImf	511	SGB511
MAG06066	708_1	0.05	average	ANImf	708	SGB708
MAG06067	443_1	0.05	average	ANImf	443	SGB443
MAG06068	405_1	0.05	average	ANImf	405	SGB405
MAG06069	52_1	0.05	average	ANImf	52	SGB52
MAG06070	272_2	0.05	average	ANImf	272	SGB272
MAG06071	202_1	0.05	average	ANImf	202	SGB202
MAG06072	220_3	0.05	average	ANImf	220	SGB220
MAG06073	747_1	0.05	average	ANImf	747	SGB747
MAG06074	605_1	0.05	average	ANImf	605	SGB605
MAG06075	675_1	0.05	average	ANImf	675	SGB675
MAG06076	687_1	0.05	average	ANImf	687	SGB687
MAG06077	566_1	0.05	average	ANImf	566	SGB566
MAG06078	475_1	0.05	average	ANImf	475	SGB475
MAG06079	182_2	0.05	average	ANImf	182	SGB182
MAG06080	700_2	0.05	average	ANImf	700	SGB700
MAG06081	144_1	0.05	average	ANImf	144	SGB144
MAG06082	599_1	0.05	average	ANImf	599	SGB599
MAG06083	850_1	0.05	average	ANImf	850	SGB850
MAG06084	511_2	0.05	average	ANImf	511	SGB511
MAG06085	201_1	0.05	average	ANImf	201	SGB201
MAG06086	203_1	0.05	average	ANImf	203	SGB203
MAG06087	604_1	0.05	average	ANImf	604	SGB604
MAG06088	38_1	0.05	average	ANImf	38	SGB38
MAG06089	711_1	0.05	average	ANImf	711	SGB711
MAG06090	150_1	0.05	average	ANImf	150	SGB150
MAG06091	274_1	0.05	average	ANImf	274	SGB274
MAG06092	772_1	0.05	average	ANImf	772	SGB772
MAG06093	671_1	0.05	average	ANImf	671	SGB671
MAG06094	702_1	0.05	average	ANImf	702	SGB702
MAG06095	280_1	0.05	average	ANImf	280	SGB280
MAG06096	277_1	0.05	average	ANImf	277	SGB277
MAG06097	225_1	0.05	average	ANImf	225	SGB225
MAG06098	701_1	0.05	average	ANImf	701	SGB701
MAG06099	497_1	0.05	average	ANImf	497	SGB497
MAG06100	237_1	0.05	average	ANImf	237	SGB237
MAG06101	305_1	0.05	average	ANImf	305	SGB305
MAG06102	731_1	0.05	average	ANImf	731	SGB731
MAG06103	460_1	0.05	average	ANImf	460	SGB460
MAG06104	780_1	0.05	average	ANImf	780	SGB780
MAG06105	239_1	0.05	average	ANImf	239	SGB239
MAG06106	703_1	0.05	average	ANImf	703	SGB703
MAG06107	402_1	0.05	average	ANImf	402	SGB402
MAG06108	870_0	0.05	average	ANImf	870	SGB870
MAG06109	739_4	0.05	average	ANImf	739	SGB739
MAG06110	714_1	0.05	average	ANImf	714	SGB714
